land_units_tables
43
accuracy	armour	campaign_action_points	category	charge_bonus	class	dismounted_charge_bonus	dismounted_melee_attack	historical_description_text	key	man_animation	man_entity	melee_attack	melee_defence	morale	bonus_hit_points	mount	unknown18	unknown19	unknown20	unknown21	unknown22	num_mounts	primary_melee_weapon	primary_missile_weapon	rank_depth	shield	short_description_text	spacing	strenghts_weaknesses_text	supports_first_person	training_level	officer	articulated_record	engine	is_male	visibility_spotting_range_min	visibility_spotting_range_max	ability_global_recharge	attribute_group	spot_dist_tree	spot_dist_scrub	reload	loose_spacing	selected_vo	selected_vo_secondary	selected_vo_tertiary	hiding_scalar	capture_power	ground_stat_effect_group	secondary_ammo	primary_ammo	damage_mod_flames	damage_mod_magic	num_engines	damage_mod_physical	damage_mod_missiles	damage_mod_all	ai_usage_group	can_skirmish	mounted_draughts	sync_locomotion
10	wh_dlc04_emp_volkmar_mounted_plate	2100	cavalry	50	com	13	71	wh_dlc04_unit_long_text_emp_volkmar_the_grim	wh_dlc04_emp_cha_volkmar_the_grim_3	hu1_volkmar_hr1_warhorse_staff_and_hammer	wh_main_infantry_standard_hero_blood	50	38	80	4810	wh_main_emp_mnt_warhorse_barded_hero	False	False	False	False	False	1	wh_dlc04_emp_hammer_volkmar		1	none	wh_dlc04_unit_short_text_emp_volkmar_the_grim	wh_main_cavalry_chaotic	placeholder	False	elite	A_blank_record			True	40	1500	0	wh_encourage_hideForest	60	80	0	False	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1	8	large	0	0	0	25	0	0	15	0	mage	False	False	False
10	wh_main_none	2100	inf_melee	26	inf_mel	1	1	wh_dlc04_unit_long_text_emp_flagellants	wh_dlc04_emp_inf_flagellants_0	hu1_empire_dual_hammer	wh_dlc04_infantry_flagellants_blood_dismembers	25	10	100	52		False	False	False	False	False	0	wh_dlc04_emp_mace		8	none	wh_dlc04_unit_short_text_emp_flagellants	wh_main_infantry_rabble	placeholder	False	trained	A_blank_record			True	40	1500	0	wh_hideForest_unbreakable	60	80	0	False	vo_sel_empire_flagellents	vo_sel_generic	vo_sel_generic_short	1	10	small	0	0	0	0	0	0	0	0	melee	False	False	False
10	wh_dlc04_emp_free_company_armour	2100	inf_ranged	16	inf_mis	12	50	wh_dlc04_unit_long_text_emp_free_company_militia	wh_dlc04_emp_inf_free_company_militia_0	hu1_empire_sword_and_pistol	wh_dlc04_infantry_free_company_blood_dismembers	28	25	55	44		False	False	False	False	False	0	wh_dlc04_emp_free_company_sword	wh_dlc04_emp_free_company_pistol	6	none	wh_dlc04_unit_short_text_emp_free_company_militia	wh_main_infantry_rabble	placeholder	False	trained	A_blank_record			True	40	1500	0	wh_guerrilla_hideForest	60	80	8	False	vo_sel_empire_free_company	vo_sel_empire_militia	vo_sel_generic_short	1	10	small	0	18	0	0	0	0	0	0	ranged	True	False	False
10	wh_main_emp_light	2100	inf_melee	22	inf_mel	12	50	wh_main_unit_long_text_emp_state_troops	wh_dlc04_emp_inf_sigmars_sons_0	hu1_empire_sword_and_shield	wh_main_infantry_standard_blood_dismembers	43	43	100	50		False	False	False	False	False	0	wh_dlc04_emp_sigmars_sons_sword		7	wh_missile_block_35_metal	wh_dlc04_unit_short_text_emp_sigmars_sons	wh_main_infantry	placeholder	False	trained	A_blank_record			True	40	1500	0	wh_hideForest_unbreakable	60	80	0	False	vo_sel_swordsmen	vo_sel_melee	vo_sel_culture	1	10	small	0	0	0	0	0	0	0	0	melee	False	False	False
33	wh_main_emp_leather	2100	inf_ranged	4	inf_mis	1	8	wh_main_unit_long_text_emp_state_troops	wh_dlc04_emp_inf_silver_bullets_0	hu1_empire_sword_rifle	wh_main_infantry_standard_light_blood_dismembers	24	25	60	50		False	False	False	False	False	0	wh_main_emp_sword_short	wh_dlc04_emp_rifle_silver_bullets	3	none	wh_dlc04_unit_short_text_emp_silver_bullets	wh_main_infantry_ranged	placeholder	False	trained	A_blank_record			True	40	1500	0	wh_hideForest_stalk	60	80	30	False	vo_sel_handgunners	vo_sel_ranged	vo_sel_culture	1	10	small	0	22	0	0	0	0	0	0	ranged_direct	True	False	False
33	wh_dlc04_emp_free_company_armour	2100	inf_ranged	16	inf_mis	12	50	wh_dlc04_unit_long_text_emp_free_company_militia	wh_dlc04_emp_inf_stirlands_revenge_0	hu1_empire_sword_and_pistol	wh_dlc04_infantry_free_company_blood_dismembers	38	35	65	44		False	False	False	False	False	0	wh_dlc04_emp_free_company_sword	wh_dlc04_emp_stirlands_pistol	8	none	wh_dlc04_unit_short_text_emp_stirlands_revenge	wh_main_infantry	placeholder	False	trained	A_blank_record			True	40	1500	0	wh_guerrilla_hideForest_immPsy_stalk	60	80	30	False	vo_sel_empire_stirlands_revenge	vo_sel_swordsmen	vo_sel_generic_short	1	10	small	0	18	0	0	0	0	0	0	ranged	True	False	False
10	wh_main_none	2100	inf_melee	36	inf_mel	1	1	wh_dlc04_unit_long_text_emp_flagellants	wh_dlc04_emp_inf_tattersouls_0	hu1_empire_dual_hammer	wh_dlc04_infantry_flagellants_blood_dismembers	35	15	100	52		False	False	False	False	False	0	wh_dlc04_emp_mace		8	none	wh_dlc04_unit_short_text_emp_tattersouls	wh_main_infantry_rabble	placeholder	False	trained	A_blank_record			True	40	1500	0	wh_hideForest_unbreakable	60	80	0	False	vo_sel_empire_tattersouls	vo_sel_swordsmen	vo_sel_generic_short	1	10	small	0	0	0	0	0	0	0	0	melee	False	False	False
200	wh_main_emp_chariot	2100	war_machine	18	chariot	9	50	wh_main_unit_long_text_emp_luminark_hysh	wh_dlc04_emp_veh_templehof_luminark_0	hu1_empire_hr1_warhorse_lance_sword_shield	wh_main_infantry_standard_blood_dismembers	12	10	70	3800	wh_emp_warhorse_armoured_luminark	False	False	False	False	False	2	wh_main_emp_luminark	wh_test_templehof_luminark	1	none	wh_dlc04_unit_short_text_emp_templehof_luminark	wh_main_chariot	placeholder	False	elite	wh_main_emp_luminark_officer	wh_main_emp_luminark	wh_dlc04_emp_veh_templehof_luminark_0	True	40	1500	0	wh_encourage	60	80	30	False	vo_sel_empire_templehof_luminark	vo_sel_generic	vo_sel_generic_short	1	8	large	0	10	0	0	1	0	0	0	ranged_direct	False	False	False
10	wh_main_vmp_none	2100	cavalry	20	cav_mel	20	33	wh_main_unit_long_text_vmp_hexwraiths	wh_dlc04_vmp_cav_chillgheists_0	hu1_vampire_counts_hr1_warhorse_scythe	wh_main_cavalry_rider_standard_ethereal	29	31	40	48	wh_main_vmp_mnt_skeletal_steed_hexwraiths_red	False	False	False	False	False	60	wh_main_vmp_scythe_chillgheist		5	none	wh_dlc04_unit_short_text_vmp_chillgheists	wh_main_cavalry_chaotic	placeholder	False	trained	A_blank_record			True	40	1500	0	wh_fear_guerrilla_hideForest_terror_undead	60	80	0	False	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1	8	ethereal	0	0	0	25	0	75	0	0	melee_flanker	False	False	False
10	wh_main_vmp_heavy_plate_barding	2100	cavalry	58	cav_shk	20	33	wh_main_unit_long_text_vmp_black_knights	wh_dlc04_vmp_cav_vereks_reavers_0	hu1_black_knights_hr1_skeletal_steed_lance_sword_shield	wh_main_cavalry_rider_standard_blood	34	31	60	92	wh_main_vmp_mnt_barded_skeletal_steed_reavers	False	False	False	False	False	60	wh_main_vmp_wightblade_lance		5	wh_missile_block_30_wood	wh_dlc04_unit_short_text_vmp_vereks_reavers	wh_main_cavalry_chaotic	placeholder	False	trained	A_blank_record			True	40	1500	0	wh_fear_hideForest_undead	60	80	0	False	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1	8	large	0	0	0	0	0	0	0	0	melee_flanker_shock	False	False	False
10	wh_main_cloth	2100	inf_melee	18	com	20	33	wh_dlc04_unit_long_text_vmp_helman_ghorst	wh_dlc04_vmp_cha_helman_ghorst_0	hu1_empire_staff_and_sword	wh_main_infantry_standard_hero_blood	30	40	70	3340		False	False	False	False	False	0	wh_main_vmp_staff_hero_kemmler		1	none	wh_dlc04_unit_short_text_vmp_helman_ghorst	wh_main_infantry	placeholder	False	elite	A_blank_record			True	40	1500	0	wh_encourage_fear_hideForest_undead	60	80	0	False	vo_sel_default	vo_sel_generic	vo_sel_default	1	10	small	0	0	0	0	0	0	15	0	mage	False	False	False
10	wh_main_vmp_cloth_barded	2100	war_machine	12	com	20	33	wh_dlc04_unit_long_text_vmp_helman_ghorst	wh_dlc04_vmp_cha_helman_ghorst_1	hu1_empire_staff_and_sword	wh_main_infantry_standard_hero_blood	35	40	70	5140	wh_dlc04_vmp_mnt_zombie_corpse_cart	False	False	False	False	False	4	wh_main_vmp_staff_hero_kemmler		1	none	wh_dlc04_unit_short_text_vmp_helman_ghorst	wh_main_chariot	placeholder	False	elite	wh_dlc04_vmp_corpse_cart_officer_helman	wh_dlc04_vmp_corpse_cart	wh_dlc04_vmp_veh_corpse_cart_helman	True	40	1500	0	wh_encourage_fear_hideForest_undead	60	80	0	False	vo_sel_default	vo_sel_melee	vo_sel_culture	1	10	large	0	0	0	0	1	0	15	0	mage	False	False	False
10	wh_main_vmp_cloth_barded	2100	war_machine	12	com	20	33	wh_main_unit_long_text_vmp_master_necromancer	wh_dlc04_vmp_cha_master_necromancer_1	hu1_empire_staff_and_sword	wh_main_infantry_standard_hero_blood	33	33	66	5140	wh_dlc04_vmp_mnt_zombie_corpse_cart	False	False	False	False	False	4	wh_main_vmp_staff_hero		1	none	wh_main_unit_short_text_vmp_master_necromancer	wh_main_chariot	placeholder	False	elite	wh_dlc04_vmp_corpse_cart_officer_master_necromancer	wh_dlc04_vmp_corpse_cart	wh_dlc04_vmp_veh_corpse_cart	True	40	1500	0	wh_encourage_fear_hideForest_undead	60	80	0	False	vo_sel_default	vo_sel_melee	vo_sel_culture	1	10	large	0	0	0	0	1	0	15	0	mage	False	False	False
10	wh_main_vmp_cloth_barded	2100	war_machine	12	com	20	33	wh_main_unit_long_text_vmp_master_necromancer	wh_dlc04_vmp_cha_master_necromancer_2	hu1_empire_staff_and_sword	wh_main_infantry_standard_hero_blood	33	33	66	5140	wh_dlc04_vmp_mnt_zombie_corpse_cart	False	False	False	False	False	4	wh_main_vmp_staff_hero		1	none	wh_main_unit_short_text_vmp_master_necromancer	wh_main_chariot	placeholder	False	elite	wh_dlc04_vmp_corpse_cart_officer_master_necromancer	wh_dlc04_vmp_corpse_cart	wh_dlc04_vmp_veh_corpse_cart_balefire	True	40	1500	0	wh_encourage_fear_hideForest_undead	60	80	0	False	vo_sel_default	vo_sel_melee	vo_sel_culture	1	10	large	0	0	0	0	1	0	15	0	mage	False	False	False
10	wh_main_vmp_cloth_barded	2100	war_machine	12	com	20	33	wh_main_unit_long_text_vmp_master_necromancer	wh_dlc04_vmp_cha_master_necromancer_3	hu1_empire_staff_and_sword	wh_main_infantry_standard_hero_blood	33	33	66	5140	wh_dlc04_vmp_mnt_zombie_corpse_cart	False	False	False	False	False	4	wh_main_vmp_staff_hero		1	none	wh_main_unit_short_text_vmp_master_necromancer	wh_main_chariot	placeholder	False	elite	wh_dlc04_vmp_corpse_cart_officer_master_necromancer	wh_dlc04_vmp_corpse_cart	wh_dlc04_vmp_veh_corpse_cart_lodestone	True	40	1500	0	wh_encourage_fear_hideForest_undead	60	80	0	False	vo_sel_default	vo_sel_melee	vo_sel_culture	1	10	large	0	0	0	0	1	0	15	0	mage	False	False	False
10	wh_main_vmp_cloth_barded	2100	war_machine	12	com	20	33	wh_main_unit_long_text_vmp_necromancer	wh_dlc04_vmp_cha_necromancer_1	hu1_empire_staff_and_sword	wh_main_infantry_standard_hero_blood	33	33	55	5140	wh_dlc04_vmp_mnt_zombie_corpse_cart	False	False	False	False	False	4	wh_main_vmp_staff_hero		1	none	wh_main_unit_short_text_vmp_necromancer	wh_main_chariot	placeholder	False	elite	wh_dlc04_vmp_corpse_cart_officer_necromancer	wh_dlc04_vmp_corpse_cart	wh_dlc04_vmp_veh_corpse_cart	True	40	1500	0	wh_encourage_fear_hideForest_undead	60	80	0	False	vo_sel_default	vo_sel_melee	vo_sel_culture	1	10	large	0	0	0	0	1	0	15	0	mage	False	False	False
10	wh_main_vmp_cloth_barded	2100	war_machine	12	com	20	33	wh_main_unit_long_text_vmp_necromancer	wh_dlc04_vmp_cha_necromancer_2	hu1_empire_staff_and_sword	wh_main_infantry_standard_hero_blood	33	33	55	5140	wh_dlc04_vmp_mnt_zombie_corpse_cart	False	False	False	False	False	4	wh_main_vmp_staff_hero		1	none	wh_main_unit_short_text_vmp_necromancer	wh_main_chariot	placeholder	False	elite	wh_dlc04_vmp_corpse_cart_officer_necromancer	wh_dlc04_vmp_corpse_cart	wh_dlc04_vmp_veh_corpse_cart_balefire	True	40	1500	0	wh_encourage_fear_hideForest_undead	60	80	0	False	vo_sel_default	vo_sel_melee	vo_sel_culture	1	10	large	0	0	0	0	1	0	15	0	mage	False	False	False
10	wh_main_vmp_cloth_barded	2100	war_machine	12	com	20	33	wh_main_unit_long_text_vmp_necromancer	wh_dlc04_vmp_cha_necromancer_3	hu1_empire_staff_and_sword	wh_main_infantry_standard_hero_blood	33	33	55	5140	wh_dlc04_vmp_mnt_zombie_corpse_cart	False	False	False	False	False	4	wh_main_vmp_staff_hero		1	none	wh_main_unit_short_text_vmp_necromancer	wh_main_chariot	placeholder	False	elite	wh_dlc04_vmp_corpse_cart_officer_necromancer	wh_dlc04_vmp_corpse_cart	wh_dlc04_vmp_veh_corpse_cart_lodestone	True	40	1500	0	wh_encourage_fear_hideForest_undead	60	80	0	False	vo_sel_default	vo_sel_melee	vo_sel_culture	1	10	large	0	0	0	0	1	0	15	0	mage	False	False	False
10	wh_main_cloth	2100	inf_melee	28	com	20	33	wh_dlc04_unit_long_text_vmp_strigoi_ghoul_king	wh_dlc04_vmp_cha_strigoi_ghoul_king_0_boss	hu8_strigoi	wh_dlc04_vmp_strigoi_blood	50	40	60	12090		False	False	False	False	False	0	wh_dlc04_vmp_strigoi		1	none	wh_dlc04_unit_short_text_vmp_strigoi_ghoul_king	wh_main_infantry	placeholder	False	elite	A_blank_record			True	40	1500	0	wh_encourage_fear_undead	60	80	0	False	vo_sel_default	vo_sel_generic	vo_sel_default	1	10	small	0	0	0	0	0	0	15	0	melee_cav_shock	False	False	False
10	wh_main_vmp_terrorgheist	2100	war_beast	40	com	20	33	wh_dlc04_unit_long_text_vmp_strigoi_ghoul_king	wh_dlc04_vmp_cha_strigoi_ghoul_king_1	hu8_strigoi_bi2_terrorgheist_wb	wh_main_infantry_standard	32	40	60	5890	wh_dlc04_vmp_mnt_terrorgheist	False	False	False	False	False	1	wh_dlc04_vmp_strigoi_terrogheist		1	none	wh_dlc04_unit_short_text_vmp_strigoi_ghoul_king	wh_main_monster	placeholder	False	elite	A_blank_record			True	40	1500	0	wh_encourage_fear_terror_undead	60	80	0	False	vo_sel_default	vo_sel_generic	vo_sel_default	1	0	large	0	0	0	0	0	0	15	0	mage	False	False	False
10	wh_main_vmp_heavy_plate	2100	inf_melee	28	com	20	33	wh_dlc04_unit_long_text_vmp_vlad_von_carstein	wh_dlc04_vmp_cha_vlad_von_carstein_0	hu1_vlad_sword	wh_dlc04_infantry_very_fast_hero_blood	66	50	85	4990		False	False	False	False	False	0	wh_main_vmp_sword_hero_lord		1	none	wh_dlc04_unit_short_text_vmp_vlad_von_carstein	wh_main_infantry	placeholder	False	elite	A_blank_record			True	40	1500	0	wh_encourage_fear_hideForest_undead	60	80	0	False	vo_sel_default	vo_sel_generic	vo_sel_default	1	10	small	0	0	0	0	0	0	15	0	mage	False	False	False
10	wh_main_vmp_crypt_ghouls	2100	inf_melee	18	inf_mel	20	33	wh_main_unit_long_text_vmp_crypt_ghouls	wh_dlc04_vmp_inf_feasters_in_the_dusk_0	hu8c_ghoul_club	wh_dlc04_vmp_inf_feaster_ghoul_blood_dismembers	37	29	49	48		False	False	False	False	False	0	wh_main_claws_ghouls		6	none	wh_dlc04_unit_short_text_vmp_feasters_in_the_dusk	wh_main_vmp_crypt_ghouls	placeholder	False	trained	A_blank_record			True	40	1500	0	wh_fear_guerilla_hideForest_undead_stalk	60	80	0	False	vo_sel_default	vo_sel_melee	vo_sel_culture	1	10	small	0	0	0	0	0	0	0	0	melee	False	False	False
10	wh_dlc04_vmp_partial_plate	2100	inf_melee	6	inf_mel	0	20	wh_main_unit_long_text_vmp_skeletons	wh_dlc04_vmp_inf_konigstein_stalkers_0	hu1_skeleton_sword_and_shield	wh_main_vmp_skeleton	27	31	39	44		False	False	False	False	False	0	wh_dlc04_vmp_sword_stalkers_poison		7	wh_missile_block_35_wood	wh_dlc04_unit_short_text_vmp_konigstein_stalkers	wh_main_infantry	placeholder	False	trained	A_blank_record			True	40	1500	0	wh_fear_hideForest_undead	60	80	0	False	vo_sel_default	vo_sel_melee	vo_sel_culture	1	10	small	0	0	0	0	0	0	0	0	melee	False	False	True
10	wh_main_vmp_heavy_plate	2100	inf_melee	8	inf_mel	20	35	wh_main_unit_long_text_vmp_grave_guard	wh_dlc04_vmp_inf_sternsmen_0	hu1_graveguard_sword_and_shield	wh_main_infantry_slow_dismembers	30	47	60	61		False	False	False	False	False	0	wh_main_vmp_wightblade_grave_guard		6	wh_missile_block_55_wood	wh_dlc04_unit_short_text_vmp_sternsmen	wh_main_infantry	placeholder	False	trained	A_blank_record			True	40	1500	0	wh_fear_hideForest_undead_chargeDeflector	60	80	0	False	vo_sel_default	vo_sel_melee	vo_sel_culture	1	10	small	0	0	0	0	0	0	0	0	melee	False	False	False
10	wh_main_cloth	2100	inf_melee	9	inf_mel	20	33	wh_main_unit_long_text_vmp_zombies	wh_dlc04_vmp_inf_tithe_0	hu1_vampire_zombie_sword	wh_dlc04_infantry_tithe_zombie_blood_dismembers	10	12	39	46		False	False	False	False	False	0	wh_main_vmp_sword_zombie		10	none	wh_dlc04_unit_short_text_vmp_tithe	wh_main_infantry_zombie	placeholder	False	mob	A_blank_record			True	40	1500	0	wh_fear_hideForest_undead	60	80	0	False	vo_sel_default	vo_sel_melee	vo_sel_culture	1	10	small	0	0	0	0	0	15	0	0	melee	False	False	False
10	wh_main_vmp_vargheist	2100	inf_melee	24	inf_mel	20	33	wh_main_unit_long_text_vmp_vargheists	wh_dlc04_vmp_mon_devils_swartzhafen_0	hu8b_vargheist	wh_main_flying_vargheists_blood	43	34	72	462		False	False	False	False	False	0	wh_main_vmp_claws_vargheist		3	none	wh_dlc04_unit_short_text_vmp_devils_swartzhafen	wh_main_monstrous_infantry	placeholder	False	trained	A_blank_record			True	40	1500	0	wh_fear_guerrilla_undead_terror	60	80	0	False	vo_sel_default	vo_sel_melee	vo_sel_culture	1	0	large	0	0	0	0	0	0	0	0	flying_melee_flanker	False	False	False
10	wh_main_none	2100	inf_melee	18	inf_mel	20	33	wh_main_unit_long_text_vmp_dire_wolves	wh_dlc04_vmp_mon_direpack_0	wf1_dire_wolf	wh_dlc04_monster_direpack_blood	36	22	39	50		False	False	False	False	False	0	wh_dlc04_vmp_wolf_fangs_direpack		6	none	wh_dlc04_unit_short_text_vmp_direpack	wh_main_war_beasts	placeholder	False	trained	A_blank_record			True	40	1500	0	wh_fear_guerrilla_hideForest_undead	60	80	0	False	vo_sel_default	vo_sel_melee	vo_sel_culture	1	10	small	0	0	0	0	0	0	0	0	melee_flanker	False	False	False
